deadline_sweep_ms,remote_deadline_margin,profile,policy,metric,mean,std,ci_lo,ci_hi,n_seeds
100.0,0.4,lossy,dapper,remote_failed_loss_rate,0.1878872123203663,0.01734266639357781,0.18157678395727622,0.1940945488078968,30
100.0,0.4,lossy,dapper,fallback_rate,0.0,0.0,0.0,0.0,30
100.0,0.4,lossy,dapper,reuse_rate,0.0,0.0,0.0,0.0,30
100.0,0.4,lossy,dapper,stale_acceptance_rate,0.0,0.0,0.0,0.0,30
100.0,0.4,lossy,dapper,mode_switches_per_1000,363.26666666666665,20.082473630667035,356.2,370.46666666666664,30
100.0,0.4,lossy,dapper,pct_local_fast,27.493333333333332,1.7596891052474113,26.87658333333333,28.103416666666664,30
100.0,0.4,lossy,dapper,pct_edge_accurate,0.0,0.0,0.0,0.0,30
100.0,0.4,lossy,dapper,pct_hybrid,72.50666666666667,1.759689105247415,71.89658333333333,73.12341666666669,30
100.0,0.4,lossy,dapper,pct_degraded_safe,0.0,0.0,0.0,0.0,30
100.0,0.4,variable,dapper,deadline_miss_rate,0.0,0.0,0.0,0.0,30
100.0,0.4,variable,dapper,p95_latency_ms,33.74407704498113,0.2126750836043015,33.67003978984998,33.81916560257354,30
100.0,0.4,variable,dapper,p99_latency_ms,34.714468841675405,0.09257023559024172,34.679345892530314,34.74441433608218,30
100.0,0.4,variable,dapper,mean_latency_ms,20.905161109397675,0.7368320428921273,20.650185695044428,21.16334665084393,30
100.0,0.4,variable,dapper,usable_confidence_proxy,0.731537829380306,0.002505299049290559,0.7306391558488198,0.7323760019224644,30
100.0,0.4,variable,dapper,mean_output_confidence,0.7256041346457223,0.001953260708744225,0.7249268098645119,0.7262791294460033,30
100.0,0.4,variable,dapper,bandwidth_per_1000_frames_kb,5777.5,618.9308774285564,5560.791666666666,5989.229166666666,30
100.0,0.4,variable,dapper,remote_attempt_rate,0.2311,0.02475723509714226,0.22243166666666667,0.23956916666666667,30
100.0,0.4,variable,dapper,remote_accept_rate,0.1593225904647559,0.030227815733317422,0.14854986769116424,0.16977120142322374,30
100.0,0.4,variable,dapper,remote_accepted_per_frame,0.03679999999999999,0.008243701880202556,0.03400000000000001,0.03976666666666666,30
100.0,0.4,variable,dapper,remote_rejected_deadline_rate,0.7687412516943987,0.03144991902511748,0.7573523738018126,0.7796160282186023,30
100.0,0.4,variable,dapper,remote_failed_loss_rate,0.07193615784084549,0.016135950496985536,0.06638961513178773,0.07778178250251701,30
100.0,0.4,variable,dapper,fallback_rate,0.21943333333333334,0.040132266950356946,0.20549999999999996,0.23376666666666665,30
100.0,0.4,variable,dapper,reuse_rate,0.16830000000000003,0.030488154850808802,0.15770000000000003,0.17916666666666664,30
100.0,0.4,variable,dapper,stale_acceptance_rate,0.0,0.0,0.0,0.0,30
100.0,0.4,variable,dapper,mode_switches_per_1000,315.43333333333334,16.716053265696694,309.5991666666667,321.56666666666666,30
100.0,0.4,variable,dapper,pct_local_fast,60.05999999999999,2.943326759602662,59.00658333333334,61.09666666666667,30
100.0,0.4,variable,dapper,pct_edge_accurate,0.0,0.0,0.0,0.0,30
100.0,0.4,variable,dapper,pct_hybrid,23.11,2.475723509714226,22.243166666666664,23.956916666666668,30
100.0,0.4,variable,dapper,pct_degraded_safe,16.83,3.0488154850808806,15.770000000000003,17.916666666666668,30
100.0,0.4,outage,dapper,deadline_miss_rate,0.0,0.0,0.0,0.0,30
100.0,0.4,outage,dapper,p95_latency_ms,31.18838425196936,0.5009047087578914,31.014573146138307,31.359947063348404,30
100.0,0.4,outage,dapper,p99_latency_ms,34.18711647171901,0.2345203938192105,34.10222418561493,34.27049382149214,30
100.0,0.4,outage,dapper,mean_latency_ms,7.381609814192322,0.14348774576691167,7.331697649688182,7.433717812533078,30
100.0,0.4,outage,dapper,usable_confidence_proxy,0.7255264574970844,0.00273138929991575,0.7245230285258677,0.7264802357218441,30
100.0,0.4,outage,dapper,mean_output_confidence,0.7255264574970844,0.00273138929991575,0.7245230285258677,0.7264802357218441,30
100.0,0.4,outage,dapper,bandwidth_per_1000_frames_kb,0.0,0.0,0.0,0.0,30
100.0,0.4,outage,dapper,remote_attempt_rate,0.0,0.0,0.0,0.0,30
100.0,0.4,outage,dapper,remote_accept_rate,0.0,0.0,0.0,0.0,30
100.0,0.4,outage,dapper,remote_accepted_per_frame,0.0,0.0,0.0,0.0,30
100.0,0.4,outage,dapper,remote_rejected_deadline_rate,0.0,0.0,0.0,0.0,30
100.0,0.4,outage,dapper,remote_failed_loss_rate,0.0,0.0,0.0,0.0,30
100.0,0.4,outage,dapper,fallback_rate,1.0,0.0,1.0,1.0,30
100.0,0.4,outage,dapper,reuse_rate,0.7340333333333333,0.0029300268721061903,0.7329666666666668,0.7350333333333333,30
100.0,0.4,outage,dapper,stale_acceptance_rate,0.0,0.0,0.0,0.0,30
100.0,0.4,outage,dapper,mode_switches_per_1000,418.43333333333334,10.48375864860971,414.6666666666667,422.1333333333333,30
100.0,0.4,outage,dapper,pct_local_fast,22.63,0.6012343624749752,22.419916666666666,22.84333333333333,30
100.0,0.4,outage,dapper,pct_edge_accurate,0.0,0.0,0.0,0.0,30
100.0,0.4,outage,dapper,pct_hybrid,0.0,0.0,0.0,0.0,30
100.0,0.4,outage,dapper,pct_degraded_safe,77.36999999999999,0.6012343624749765,77.15666666666668,77.58008333333335,30
100.0,0.5,stable,dapper,deadline_miss_rate,0.0,0.0,0.0,0.0,30
100.0,0.5,stable,dapper,p95_latency_ms,33.984265110354684,0.14612908292769589,33.9343159514038,34.036015368498674,30
100.0,0.5,stable,dapper,p99_latency_ms,34.78401367177919,0.06560311317343774,34.76065987728268,34.806824911760046,30
100.0,0.5,stable,dapper,mean_latency_ms,25.02027748999063,0.19474756789946776,24.952896569039584,25.094599531312916,30
100.0,0.5,stable,dapper,usable_confidence_proxy,0.7959976928158301,0.0030581965746421004,0.7949187491188087,0.7970282591916404,30
100.0,0.5,stable,dapper,mean_output_confidence,0.7249667322554326,0.0015304909747104968,0.7244513387101592,0.7255071023390036,30
100.0,0.5,stable,dapper,bandwidth_per_1000_frames_kb,21621.666666666668,335.8425671130112,21501.645833333336,21735.0,30
100.0,0.5,stable,dapper,remote_attempt_rate,0.8648666666666667,0.013433702684520463,0.8600658333333333,0.8694,30
100.0,0.5,stable,dapper,remote_accept_rate,0.5119299636219802,0.019710509684781493,0.5048710537106218,0.5185291640553195,30
100.0,0.5,stable,dapper,remote_accepted_per_frame,0.4427,0.01712862093609448,0.43670000000000003,0.44869999999999993,30
100.0,0.5,stable,dapper,remote_rejected_deadline_rate,0.47690963533308023,0.018550469460783117,0.47058399999723577,0.48349712111243753,30
100.0,0.5,stable,dapper,remote_failed_loss_rate,0.011160401044939667,0.0032782175425864904,0.010069906399418155,0.012335025962814114,30
100.0,0.5,stable,dapper,fallback_rate,0.0,0.0,0.0,0.0,30
100.0,0.5,stable,dapper,reuse_rate,0.0,0.0,0.0,0.0,30
100.0,0.5,stable,dapper,stale_acceptance_rate,0.0,0.0,0.0,0.0,30
100.0,0.5,stable,dapper,mode_switches_per_1000,233.3,23.550605819867112,225.26666666666668,241.90083333333334,30
100.0,0.5,stable,dapper,pct_local_fast,13.513333333333334,1.3433702684520452,13.06,13.993416666666668,30
100.0,0.5,stable,dapper,pct_edge_accurate,0.0,0.0,0.0,0.0,30
100.0,0.5,stable,dapper,pct_hybrid,86.48666666666666,1.3433702684520459,86.00658333333332,86.93999999999998,30
100.0,0.5,stable,dapper,pct_degraded_safe,0.0,0.0,0.0,0.0,30
100.0,0.5,congested,dapper,deadline_miss_rate,0.0,0.0,0.0,0.0,30
100.0,0.5,congested,dapper,p95_latency_ms,33.93663339562628,0.10384597263558462,33.89863800925726,33.97238476351824,30
100.0,0.5,congested,dapper,p99_latency_ms,34.76774120719711,0.0574407179719229,34.74658413465894,34.7871629365586,30
100.0,0.5,congested,dapper,mean_latency_ms,24.831886454720813,0.19570763546815947,24.76464899629824,24.902166867111045,30
100.0,0.5,congested,dapper,usable_confidence_proxy,0.724962592880273,0.001562881778886257,0.7244059800112123,0.7255382569621288,30
100.0,0.5,congested,dapper,mean_output_confidence,0.724962592880273,0.001562881778886257,0.7244059800112123,0.7255382569621288,30
100.0,0.5,congested,dapper,bandwidth_per_1000_frames_kb,2.5,7.628214415734117,0.0,5.833333333333333,30
100.0,0.5,congested,dapper,remote_attempt_rate,0.0001,0.00030512857662936464,0.0,0.00023333333333333333,30
100.0,0.5,congested,dapper,remote_accept_rate,0.0,0.0,0.0,0.0,30
100.0,0.5,congested,dapper,remote_accepted_per_frame,0.0,0.0,0.0,0.0,30
100.0,0.5,congested,dapper,remote_rejected_deadline_rate,0.1,0.30512857662936466,0.0,0.23333333333333334,30
100.0,0.5,congested,dapper,remote_failed_loss_rate,0.0,0.0,0.0,0.0,30
100.0,0.5,congested,dapper,fallback_rate,0.007433333333333334,0.0027628487713469464,0.006500000000000001,0.008433333333333336,30
100.0,0.5,congested,dapper,reuse_rate,0.007433333333333334,0.0027628487713469464,0.006500000000000001,0.008433333333333336,30
100.0,0.5,congested,dapper,stale_acceptance_rate,0.0,0.0,0.0,0.0,30
100.0,0.5,congested,dapper,mode_switches_per_1000,12.133333333333333,4.032055463949847,10.733333333333333,13.533333333333333,30
100.0,0.5,congested,dapper,pct_local_fast,99.24666666666667,0.28494806947731727,99.14333333333335,99.34333333333335,30
100.0,0.5,congested,dapper,pct_edge_accurate,0.0,0.0,0.0,0.0,30
100.0,0.5,congested,dapper,pct_hybrid,0.010000000000000002,0.030512857662936467,0.0,0.02333333333333333,30
100.0,0.5,congested,dapper,pct_degraded_safe,0.7433333333333334,0.2762848771346947,0.6499999999999999,0.8433333333333334,30
100.0,0.5,lossy,dapper,deadline_miss_rate,0.0,0.0,0.0,0.0,30
100.0,0.5,lossy,dapper,p95_latency_ms,34.012278154614826,0.12120943376607804,33.96820622195287,34.05448763655662,30
100.0,0.5,lossy,dapper,p99_latency_ms,34.80546807570768,0.06143547890706443,34.78316485257998,34.826772350222946,30
100.0,0.5,lossy,dapper,mean_latency_ms,25.003209635014095,0.15974262798343122,24.94828249795479,25.06142062043607,30
100.0,0.5,lossy,dapper,usable_confidence_proxy,0.7405908249005024,0.0021791822011149593,0.7398410541525798,0.7414035181047496,30
100.0,0.5,lossy,dapper,mean_output_confidence,0.7247968267120143,0.001322250002252836,0.724324432482122,0.7252569980501671,30
100.0,0.5,lossy,dapper,bandwidth_per_1000_frames_kb,18126.666666666668,439.9222763118529,17974.145833333336,18280.854166666664,30
100.0,0.5,lossy,dapper,remote_attempt_rate,0.7250666666666666,0.017596891052474133,0.7189658333333333,0.7312341666666669,30
100.0,0.5,lossy,dapper,remote_accept_rate,0.13679093773844395,0.013577245742963,0.13191884518259378,0.14162339878389738,30
100.0,0.5,lossy,dapper,remote_accepted_per_frame,0.0992,0.010347080214510624,0.09549916666666665,0.10293333333333334,30
100.0,0.5,lossy,dapper,remote_rejected_deadline_rate,0.6753218499411897,0.02119149299989947,0.6676396061194204,0.6827484105054069,30
100.0,0.5,lossy,dapper,remote_failed_loss_rate,0.1878872123203663,0.01734266639357781,0.18157678395727622,0.1940945488078968,30
100.0,0.5,lossy,dapper,fallback_rate,0.0,0.0,0.0,0.0,30
100.0,0.5,lossy,dapper,reuse_rate,0.0,0.0,0.0,0.0,30
100.0,0.5,lossy,dapper,stale_acceptance_rate,0.0,0.0,0.0,0.0,30
100.0,0.5,lossy,dapper,mode_switches_per_1000,363.26666666666665,20.082473630667035,356.2,370.46666666666664,30
100.0,0.5,lossy,dapper,pct_local_fast,27.493333333333332,1.7596891052474113,26.87658333333333,28.103416666666664,30
100.0,0.5,lossy,dapper,pct_edge_accurate,0.0,0.0,0.0,0.0,30
100.0,0.5,lossy,dapper,pct_hybrid,72.50666666666667,1.759689105247415,71.89658333333333,73.12341666666669,30
100.0,0.5,lossy,dapper,pct_degraded_safe,0.0,0.0,0.0,0.0,30
100.0,0.5,variable,dapper,deadline_miss_rate,0.0,0.0,0.0,0.0,30
100.0,0.5,variable,dapper,p95_latency_ms,33.74407704498113,0.2126750836043015,33.67003978984998,33.81916560257354,30
100.0,0.5,variable,dapper,p99_latency_ms,34.714468841675405,0.09257023559024172,34.679345892530314,34.74441433608218,30
100.0,0.5,variable,dapper,mean_latency_ms,20.905161109397675,0.7368320428921273,20.650185695044428,21.16334665084393,30
100.0,0.5,variable,dapper,usable_confidence_proxy,0.731537829380306,0.002505299049290559,0.7306391558488198,0.7323760019224644,30
100.0,0.5,variable,dapper,mean_output_confidence,0.7256041346457223,0.001953260708744225,0.7249268098645119,0.7262791294460033,30
100.0,0.5,variable,dapper,bandwidth_per_1000_frames_kb,5777.5,618.9308774285564,5560.791666666666,5989.229166666666,30
100.0,0.5,variable,dapper,remote_attempt_rate,0.2311,0.02475723509714226,0.22243166666666667,0.23956916666666667,30
100.0,0.5,variable,dapper,remote_accept_rate,0.1593225904647559,0.030227815733317422,0.14854986769116424,0.16977120142322374,30
100.0,0.5,variable,dapper,remote_accepted_per_frame,0.03679999999999999,0.008243701880202556,0.03400000000000001,0.03976666666666666,30
100.0,0.5,variable,dapper,remote_rejected_deadline_rate,0.7687412516943987,0.03144991902511748,0.7573523738018126,0.7796160282186023,30
100.0,0.5,variable,dapper,remote_failed_loss_rate,0.07193615784084549,0.016135950496985536,0.06638961513178773,0.07778178250251701,30
100.0,0.5,variable,dapper,fallback_rate,0.21943333333333334,0.040132266950356946,0.20549999999999996,0.23376666666666665,30
100.0,0.5,variable,dapper,reuse_rate,0.16830000000000003,0.030488154850808802,0.15770000000000003,0.17916666666666664,30
100.0,0.5,variable,dapper,stale_acceptance_rate,0.0,0.0,0.0,0.0,30
100.0,0.5,variable,dapper,mode_switches_per_1000,315.43333333333334,16.716053265696694,309.5991666666667,321.56666666666666,30
100.0,0.5,variable,dapper,pct_local_fast,60.05999999999999,2.943326759602662,59.00658333333334,61.09666666666667,30
100.0,0.5,variable,dapper,pct_edge_accurate,0.0,0.0,0.0,0.0,30
100.0,0.5,variable,dapper,pct_hybrid,23.11,2.475723509714226,22.243166666666664,23.956916666666668,30
100.0,0.5,variable,dapper,pct_degraded_safe,16.83,3.0488154850808806,15.770000000000003,17.916666666666668,30
100.0,0.5,outage,dapper,deadline_miss_rate,0.0,0.0,0.0,0.0,30
100.0,0.5,outage,dapper,p95_latency_ms,31.18838425196936,0.5009047087578914,31.014573146138307,31.359947063348404,30
100.0,0.5,outage,dapper,p99_latency_ms,34.18711647171901,0.2345203938192105,34.10222418561493,34.27049382149214,30
100.0,0.5,outage,dapper,mean_latency_ms,7.381609814192322,0.14348774576691167,7.331697649688182,7.433717812533078,30
100.0,0.5,outage,dapper,usable_confidence_proxy,0.7255264574970844,0.00273138929991575,0.7245230285258677,0.7264802357218441,30
100.0,0.5,outage,dapper,mean_output_confidence,0.7255264574970844,0.00273138929991575,0.7245230285258677,0.7264802357218441,30
100.0,0.5,outage,dapper,bandwidth_per_1000_frames_kb,0.0,0.0,0.0,0.0,30
100.0,0.5,outage,dapper,remote_attempt_rate,0.0,0.0,0.0,0.0,30
100.0,0.5,outage,dapper,remote_accept_rate,0.0,0.0,0.0,0.0,30
100.0,0.5,outage,dapper,remote_accepted_per_frame,0.0,0.0,0.0,0.0,30
100.0,0.5,outage,dapper,remote_rejected_deadline_rate,0.0,0.0,0.0,0.0,30
100.0,0.5,outage,dapper,remote_failed_loss_rate,0.0,0.0,0.0,0.0,30
100.0,0.5,outage,dapper,fallback_rate,1.0,0.0,1.0,1.0,30
100.0,0.5,outage,dapper,reuse_rate,0.7340333333333333,0.0029300268721061903,0.7329666666666668,0.7350333333333333,30
100.0,0.5,outage,dapper,stale_acceptance_rate,0.0,0.0,0.0,0.0,30
100.0,0.5,outage,dapper,mode_switches_per_1000,418.43333333333334,10.48375864860971,414.6666666666667,422.1333333333333,30
100.0,0.5,outage,dapper,pct_local_fast,22.63,0.6012343624749752,22.419916666666666,22.84333333333333,30
100.0,0.5,outage,dapper,pct_edge_accurate,0.0,0.0,0.0,0.0,30
100.0,0.5,outage,dapper,pct_hybrid,0.0,0.0,0.0,0.0,30
100.0,0.5,outage,dapper,pct_degraded_safe,77.36999999999999,0.6012343624749765,77.15666666666668,77.58008333333335,30
100.0,0.6,stable,dapper,deadline_miss_rate,0.0,0.0,0.0,0.0,30
100.0,0.6,stable,dapper,p95_latency_ms,33.984265110354684,0.14612908292769589,33.9343159514038,34.036015368498674,30
100.0,0.6,stable,dapper,p99_latency_ms,34.78401367177919,0.06560311317343774,34.76065987728268,34.806824911760046,30
100.0,0.6,stable,dapper,mean_latency_ms,25.02027748999063,0.19474756789946776,24.952896569039584,25.094599531312916,30
100.0,0.6,stable,dapper,usable_confidence_proxy,0.7959976928158301,0.0030581965746421004,0.7949187491188087,0.7970282591916404,30
100.0,0.6,stable,dapper,mean_output_confidence,0.7249667322554326,0.0015304909747104968,0.7244513387101592,0.7255071023390036,30
100.0,0.6,stable,dapper,bandwidth_per_1000_frames_kb,21621.666666666668,335.8425671130112,21501.645833333336,21735.0,30
100.0,0.6,stable,dapper,remote_attempt_rate,0.8648666666666667,0.013433702684520463,0.8600658333333333,0.8694,30
100.0,0.6,stable,dapper,remote_accept_rate,0.5119299636219802,0.019710509684781493,0.5048710537106218,0.5185291640553195,30
100.0,0.6,stable,dapper,remote_accepted_per_frame,0.4427,0.01712862093609448,0.43670000000000003,0.44869999999999993,30
100.0,0.6,stable,dapper,remote_rejected_deadline_rate,0.47690963533308023,0.018550469460783117,0.47058399999723577,0.48349712111243753,30
100.0,0.6,stable,dapper,remote_failed_loss_rate,0.011160401044939667,0.0032782175425864904,0.010069906399418155,0.012335025962814114,30
100.0,0.6,stable,dapper,fallback_rate,0.0,0.0,0.0,0.0,30
100.0,0.6,stable,dapper,reuse_rate,0.0,0.0,0.0,0.0,30
100.0,0.6,stable,dapper,stale_acceptance_rate,0.0,0.0,0.0,0.0,30
100.0,0.6,stable,dapper,mode_switches_per_1000,233.3,23.550605819867112,225.26666666666668,241.90083333333334,30
100.0,0.6,stable,dapper,pct_local_fast,13.513333333333334,1.3433702684520452,13.06,13.993416666666668,30
100.0,0.6,stable,dapper,pct_edge_accurate,0.0,0.0,0.0,0.0,30
100.0,0.6,stable,dapper,pct_hybrid,86.48666666666666,1.3433702684520459,86.00658333333332,86.93999999999998,30
100.0,0.6,stable,dapper,pct_degraded_safe,0.0,0.0,0.0,0.0,30
100.0,0.6,congested,dapper,deadline_miss_rate,0.0,0.0,0.0,0.0,30
100.0,0.6,congested,dapper,p95_latency_ms,33.93663339562628,0.10384597263558462,33.89863800925726,33.97238476351824,30
100.0,0.6,congested,dapper,p99_latency_ms,34.76774120719711,0.0574407179719229,34.74658413465894,34.7871629365586,30
100.0,0.6,congested,dapper,mean_latency_ms,24.831886454720813,0.19570763546815947,24.76464899629824,24.902166867111045,30
100.0,0.6,congested,dapper,usable_confidence_proxy,0.724962592880273,0.001562881778886257,0.7244059800112123,0.7255382569621288,30
100.0,0.6,congested,dapper,mean_output_confidence,0.724962592880273,0.001562881778886257,0.7244059800112123,0.7255382569621288,30
100.0,0.6,congested,dapper,bandwidth_per_1000_frames_kb,2.5,7.628214415734117,0.0,5.833333333333333,30
100.0,0.6,congested,dapper,remote_attempt_rate,0.0001,0.00030512857662936464,0.0,0.00023333333333333333,30
100.0,0.6,congested,dapper,remote_accept_rate,0.0,0.0,0.0,0.0,30
100.0,0.6,congested,dapper,remote_accepted_per_frame,0.0,0.0,0.0,0.0,30
100.0,0.6,congested,dapper,remote_rejected_deadline_rate,0.1,0.30512857662936466,0.0,0.23333333333333334,30
100.0,0.6,congested,dapper,remote_failed_loss_rate,0.0,0.0,0.0,0.0,30
100.0,0.6,congested,dapper,fallback_rate,0.007433333333333334,0.0027628487713469464,0.006500000000000001,0.008433333333333336,30
100.0,0.6,congested,dapper,reuse_rate,0.007433333333333334,0.0027628487713469464,0.006500000000000001,0.008433333333333336,30
100.0,0.6,congested,dapper,stale_acceptance_rate,0.0,0.0,0.0,0.0,30
100.0,0.6,congested,dapper,mode_switches_per_1000,12.133333333333333,4.032055463949847,10.733333333333333,13.533333333333333,30
100.0,0.6,congested,dapper,pct_local_fast,99.24666666666667,0.28494806947731727,99.14333333333335,99.34333333333335,30
100.0,0.6,congested,dapper,pct_edge_accurate,0.0,0.0,0.0,0.0,30
100.0,0.6,congested,dapper,pct_hybrid,0.010000000000000002,0.030512857662936467,0.0,0.02333333333333333,30
