policy,profile,seed,deadline_ms,frames,mean_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms,mean_final_latency_ms,deadline_miss_rate,mean_output_confidence,usable_confidence_proxy,total_bandwidth_kb,bandwidth_per_frame_kb,bandwidth_per_1000_frames_kb,fallback_rate,reuse_rate,stale_acceptance_rate,remote_attempt_rate,remote_success_rate,remote_accept_rate,remote_accepted_per_frame,remote_rejected_deadline_rate,remote_rejected_freshness_rate,remote_failed_loss_rate,remote_unreachable_rate,pct_local_fast,pct_edge_accurate,pct_hybrid,pct_degraded_safe,mode_switches,mode_switches_per_1000,deadline_sweep_ms,remote_deadline_margin,is_selected_value
dapper,stable,116,100.0,1000,25.028301912688907,34.05041769477859,34.88445460350265,34.99403448766891,54.211607535281885,0.0,0.7244573126145593,0.798391101095973,21750.0,21.75,21750.0,0.0,0.0,0.0,0.87,0.9942528735632183,0.5448275862068965,0.474,0.4494252873563218,0.0,0.005747126436781609,0.0,13.0,0.0,87.0,0.0,221,221.0,100.0,0.3,False
dapper,stable,117,100.0,1000,24.997182216762514,33.94211020128963,34.806950360419165,34.98156739475102,51.94396103000347,0.0,0.7238166310991714,0.7935256482510197,21850.0,21.85,21850.0,0.0,0.0,0.0,0.874,0.9862700228832952,0.4897025171624714,0.428,0.4965675057208238,0.0,0.013729977116704805,0.0,12.6,0.0,87.4,0.0,226,226.0,100.0,0.3,False
dapper,stable,118,100.0,1000,25.026589048763064,34.146334679362305,34.835239525322194,34.964244111574146,52.20873167600773,0.0,0.7280528994609765,0.7960765304196257,21475.0,21.475,21475.0,0.0,0.0,0.0,0.859,0.9906868451688009,0.5075669383003493,0.436,0.4831199068684517,0.0,0.009313154831199068,0.0,14.099999999999998,0.0,85.9,0.0,244,244.0,100.0,0.3,False
dapper,stable,119,100.0,1000,24.80107188012856,34.00280379558126,34.81754573602827,34.936826663719394,53.78667209236602,0.0,0.7243707963012889,0.799875204249307,21925.0,21.925,21925.0,0.0,0.0,0.0,0.877,0.9874572405929305,0.5324971493728621,0.467,0.4549600912200684,0.0,0.012542759407069556,0.0,12.3,0.0,87.7,0.0,228,228.0,100.0,0.3,False
dapper,stable,120,100.0,1000,25.000139802139184,33.83887438020657,34.75482963071029,34.96519781982063,52.586658253654925,0.0,0.7247996031934949,0.7950348677637523,21800.0,21.8,21800.0,0.0,0.0,0.0,0.872,0.9839449541284404,0.5103211009174312,0.445,0.4736238532110092,0.0,0.016055045871559634,0.0,12.8,0.0,87.2,0.0,212,212.0,100.0,0.3,False
dapper,stable,121,100.0,1000,24.870142370806825,34.08802278656587,34.79782372711737,34.96061084968983,51.218892289603616,0.0,0.7235062491591376,0.7917923991779289,21800.0,21.8,21800.0,0.0,0.0,0.0,0.872,0.9862385321100917,0.48394495412844035,0.422,0.5022935779816514,0.0,0.013761467889908258,0.0,12.8,0.0,87.2,0.0,219,219.0,100.0,0.3,False
dapper,stable,122,100.0,1000,24.829111935230273,33.958468133447,34.74506049633189,34.924143640943036,53.271418624119164,0.0,0.7259117747422895,0.7982645293058339,21950.0,21.95,21950.0,0.0,0.0,0.0,0.878,0.9886104783599089,0.5148063781321185,0.452,0.47380410022779046,0.0,0.011389521640091117,0.0,12.2,0.0,87.8,0.0,200,200.0,100.0,0.3,False
dapper,stable,123,100.0,1000,25.35470141463279,34.01400394209814,34.728637206489786,34.90743937957425,51.64158095400979,0.0,0.7231039957478556,0.7928850748486099,22225.0,22.225,22225.0,0.0,0.0,0.0,0.889,0.9820022497187851,0.4769403824521935,0.424,0.5050618672665916,0.0,0.01799775028121485,0.0,11.1,0.0,88.9,0.0,196,196.0,100.0,0.3,False
dapper,stable,124,100.0,1000,25.00583269004324,34.03261405514325,34.80612955591713,34.95256595801938,50.8126236179597,0.0,0.7270004160651047,0.7942088997255117,21000.0,21.0,21000.0,0.0,0.0,0.0,0.84,0.9928571428571429,0.49642857142857144,0.417,0.49642857142857144,0.0,0.007142857142857143,0.0,16.0,0.0,84.0,0.0,280,280.0,100.0,0.3,False
dapper,stable,125,100.0,1000,24.9867591189863,33.982185709447386,34.8021659840167,34.99165214842439,53.959249959158115,0.0,0.7268533605073024,0.7989657788847586,21650.0,21.65,21650.0,0.0,0.0,0.0,0.866,0.9919168591224018,0.5323325635103926,0.461,0.45958429561200925,0.0,0.008083140877598153,0.0,13.4,0.0,86.6,0.0,238,238.0,100.0,0.3,False
dapper,stable,126,100.0,1000,24.628886386363657,33.70638744138536,34.672811784104226,34.983867296625746,53.134621864449656,0.0,0.726794351381784,0.8009463128693688,21175.0,21.175,21175.0,0.0,0.0,0.0,0.847,0.9881936245572609,0.5419126328217237,0.459,0.4462809917355372,0.0,0.011806375442739079,0.0,15.299999999999999,0.0,84.7,0.0,252,252.0,100.0,0.3,False
dapper,stable,127,100.0,1000,25.164646066804526,34.17312143282042,34.80106095916998,34.970740898815485,54.30743225703345,0.0,0.7237258806201099,0.7969399991420358,22125.0,22.125,22125.0,0.0,0.0,0.0,0.885,0.9909604519774011,0.5276836158192091,0.467,0.4632768361581921,0.0,0.00903954802259887,0.0,11.5,0.0,88.5,0.0,207,207.0,100.0,0.3,False
dapper,stable,128,100.0,1000,25.178185128090664,33.92859815320874,34.67968897440042,34.972660274630584,53.589153958153254,0.0,0.7271450910033325,0.7988558762020542,21425.0,21.425,21425.0,0.0,0.0,0.0,0.857,0.9836639439906651,0.5309218203033839,0.455,0.45274212368728123,0.0,0.01633605600933489,0.0,14.299999999999999,0.0,85.7,0.0,237,237.0,100.0,0.3,False
dapper,stable,129,100.0,1000,25.217209562918274,34.07064808785484,34.83459462785327,34.9933571344785,53.065152250426124,0.0,0.722736266433297,0.7957788932941594,21825.0,21.825,21825.0,0.0,0.0,0.0,0.873,0.9896907216494846,0.5131729667812142,0.448,0.4765177548682703,0.0,0.010309278350515464,0.0,12.7,0.0,87.3,0.0,214,214.0,100.0,0.3,False
dapper,congested,100,100.0,1000,24.824557271985057,33.928407620489025,34.77556075006328,34.97404020175507,24.824557271985057,0.0,0.7231225654703062,0.7231225654703062,0.0,0.0,0.0,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.6,0.0,0.0,0.4,8,8.0,100.0,0.3,False
dapper,congested,101,100.0,1000,25.026673523971784,34.03466107987438,34.84243479054015,34.99327875607795,25.026673523971784,0.0,0.7239603822715144,0.7239603822715144,0.0,0.0,0.0,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.3,0.0,0.0,0.7000000000000001,12,12.0,100.0,0.3,False
dapper,congested,102,100.0,1000,24.829712790777762,33.96479457393766,34.69588731781126,34.989536221406055,24.829712790777762,0.0,0.7270052366898776,0.7270052366898776,0.0,0.0,0.0,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2,0.0,0.0,0.8,14,14.0,100.0,0.3,False
dapper,congested,103,100.0,1000,24.892785643695664,34.09454856492267,34.78542999553827,34.985893217625524,24.892785643695664,0.0,0.7249187188165734,0.7249187188165734,0.0,0.0,0.0,0.006,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.4,0.0,0.0,0.6,12,12.0,100.0,0.3,False
dapper,congested,104,100.0,1000,24.77796847513708,33.81394766067372,34.81048977789511,34.94578824107255,24.77796847513708,0.0,0.7272547943451833,0.7272547943451833,0.0,0.0,0.0,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2,0.0,0.0,0.8,14,14.0,100.0,0.3,False
dapper,congested,105,100.0,1000,24.677162661323955,34.007432758127685,34.86009343610894,34.98145078352877,24.677162661323955,0.0,0.7241646482306923,0.7241646482306923,25.0,0.025,25.0,0.008,0.008,0.0,0.001,1.0,0.0,0.0,1.0,0.0,0.0,0.0,99.1,0.0,0.1,0.8,14,14.0,100.0,0.3,False
dapper,congested,106,100.0,1000,24.772684967250918,33.98450796903268,34.753821099438774,34.98979405154197,24.772684967250918,0.0,0.7262080408789683,0.7262080408789683,0.0,0.0,0.0,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.3,0.0,0.0,0.7000000000000001,8,8.0,100.0,0.3,False
dapper,congested,107,100.0,1000,24.763848167260303,33.88426057014752,34.77470672268729,34.998762184541775,24.763848167260303,0.0,0.7257346306649486,0.7257346306649486,0.0,0.0,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5,0.0,0.0,0.5,8,8.0,100.0,0.3,False
dapper,congested,108,100.0,1000,24.953177155047733,33.943119032195405,34.814499351033405,34.99655745974279,24.953177155047733,0.0,0.7244295155267036,0.7244295155267036,0.0,0.0,0.0,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2,0.0,0.0,0.8,14,14.0,100.0,0.3,False
dapper,congested,109,100.0,1000,24.847059358357548,33.93181537323021,34.785030538309286,34.98925809716232,24.847059358357548,0.0,0.7234323551786083,0.7234323551786083,0.0,0.0,0.0,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.3,0.0,0.0,0.7000000000000001,10,10.0,100.0,0.3,False
dapper,congested,110,100.0,1000,24.70223165713215,33.71973175922034,34.60151524624712,34.90888622322395,24.70223165713215,0.0,0.7246938266396346,0.7246938266396346,0.0,0.0,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5,0.0,0.0,0.5,8,8.0,100.0,0.3,False
dapper,congested,111,100.0,1000,24.94253826558974,33.995133250212476,34.74455155405684,34.96241421096305,24.94253826558974,0.0,0.7254545302713125,0.7254545302713125,0.0,0.0,0.0,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2,0.0,0.0,0.8,14,14.0,100.0,0.3,False
dapper,congested,112,100.0,1000,24.86963877249279,33.90095224371657,34.76580213455383,34.985906989642146,24.86963877249279,0.0,0.7266076329631779,0.7266076329631779,0.0,0.0,0.0,0.013,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.7,0.0,0.0,1.3,18,18.0,100.0,0.3,False
dapper,congested,113,100.0,1000,24.72292431672843,33.938019364553725,34.77247181035648,34.98424994294581,24.72292431672843,0.0,0.7265134749764945,0.7265134749764945,0.0,0.0,0.0,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.3,0.0,0.0,0.7000000000000001,12,12.0,100.0,0.3,False
dapper,congested,114,100.0,1000,24.915906991902833,33.99518413696301,34.87476614646897,34.96282987218834,24.915906991902833,0.0,0.7286233928366593,0.7286233928366593,0.0,0.0,0.0,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2,0.0,0.0,0.8,10,10.0,100.0,0.3,False
dapper,congested,115,100.0,1000,25.085740611498316,34.01033183391731,34.751795785617006,34.96593743598228,25.085740611498316,0.0,0.722824442674691,0.722824442674691,0.0,0.0,0.0,0.006,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.4,0.0,0.0,0.6,10,10.0,100.0,0.3,False
dapper,congested,116,100.0,1000,25.324934204252145,33.95730249293956,34.77240430108412,34.9771698353159,25.324934204252145,0.0,0.7260315559209485,0.7260315559209485,0.0,0.0,0.0,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2,0.0,0.0,0.8,16,16.0,100.0,0.3,False
dapper,congested,117,100.0,1000,24.38620885543388,33.706919736517364,34.66361864084976,34.994340946660934,24.38620885543388,0.0,0.7253330615138619,0.7253330615138619,25.0,0.025,25.0,0.008,0.008,0.0,0.001,1.0,0.0,0.0,1.0,0.0,0.0,0.0,99.1,0.0,0.1,0.8,18,18.0,100.0,0.3,False
dapper,congested,118,100.0,1000,25.01023416650803,34.01490807545646,34.75940662114508,34.968506891824205,25.01023416650803,0.0,0.7268033495517163,0.7268033495517163,0.0,0.0,0.0,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.3,0.0,0.0,0.7000000000000001,12,12.0,100.0,0.3,False
dapper,congested,119,100.0,1000,25.237974362405513,33.930297923071485,34.79939395844596,34.97944595589328,25.237974362405513,0.0,0.7235998627315303,0.7235998627315303,0.0,0.0,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5,0.0,0.0,0.5,8,8.0,100.0,0.3,False
dapper,congested,120,100.0,1000,24.770729236686982,33.99634834863332,34.78821886321599,34.985958566309606,24.770729236686982,0.0,0.724149083598059,0.724149083598059,0.0,0.0,0.0,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2,0.0,0.0,0.8,16,16.0,100.0,0.3,False
dapper,congested,121,100.0,1000,24.670024513531853,33.750343569648706,34.75280697328194,34.996277370025744,24.670024513531853,0.0,0.7242193034879331,0.7242193034879331,0.0,0.0,0.0,0.006,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.4,0.0,0.0,0.6,10,10.0,100.0,0.3,False
dapper,congested,122,100.0,1000,24.53787182490916,33.83751458842038,34.770700984913006,34.91653465760954,24.53787182490916,0.0,0.726925307989091,0.726925307989091,0.0,0.0,0.0,0.013,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.7,0.0,0.0,1.3,14,14.0,100.0,0.3,False
dapper,congested,123,100.0,1000,24.972968667791022,34.0068905091913,34.771507219222585,34.98883073588995,24.972968667791022,0.0,0.7231981737549722,0.7231981737549722,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.8,0.0,0.0,0.2,4,4.0,100.0,0.3,False
dapper,congested,124,100.0,1000,24.68398444976012,33.74309287533703,34.66363593071505,34.94326242767353,24.68398444976012,0.0,0.7246698111318651,0.7246698111318651,0.0,0.0,0.0,0.006,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.4,0.0,0.0,0.6,10,10.0,100.0,0.3,False
dapper,congested,125,100.0,1000,24.725669553063664,34.05786747219948,34.83418763630404,34.99974319601896,24.725669553063664,0.0,0.7228975062228786,0.7228975062228786,25.0,0.025,25.0,0.012,0.012,0.0,0.001,1.0,0.0,0.0,1.0,0.0,0.0,0.0,98.7,0.0,0.1,1.2,16,16.0,100.0,0.3,False
dapper,congested,126,100.0,1000,24.961010734873252,33.97988585528562,34.774114294105054,34.99086328598782,24.961010734873252,0.0,0.7258907807888281,0.7258907807888281,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.8,0.0,0.0,0.2,4,4.0,100.0,0.3,False
dapper,congested,127,100.0,1000,24.79915459305446,33.97839515917549,34.71031183612322,34.99801668883106,24.79915459305446,0.0,0.7241769809830646,0.7241769809830646,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,1.0,18,18.0,100.0,0.3,False
dapper,congested,128,100.0,1000,24.671514882986425,34.08647701991846,34.783499539553866,34.99302751306131,24.671514882986425,0.0,0.72324842617587,0.72324842617587,0.0,0.0,0.0,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2,0.0,0.0,0.8,12,12.0,100.0,0.3,False
dapper,congested,129,100.0,1000,24.599702966215787,33.90591045177916,34.77957296022762,34.981958638619645,24.599702966215787,0.0,0.7227863941222297,0.7227863941222297,0.0,0.0,0.0,0.013,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.7,0.0,0.0,1.3,20,20.0,100.0,0.3,False
dapper,lossy,100,100.0,1000,25.284238375351617,34.04718924628941,34.84826155800029,34.98907189172226,31.857325313088005,0.0,0.7261089761349956,0.7418683904352356,18000.0,18.0,18000.0,0.0,0.0,0.0,0.72,0.8111111111111111,0.13055555555555556,0.094,0.6805555555555556,0.0,0.18888888888888888,0.0,28.000000000000004,0.0,72.0,0.0,364,364.0,100.0,0.3,False
dapper,lossy,101,100.0,1000,25.059527190349893,34.120642165867906,34.8265496982896,34.99538718567808,31.68360404093288,0.0,0.7233638220296621,0.7383227658545507,17675.0,17.675,17675.0,0.0,0.0,0.0,0.707,0.8330975954738331,0.13295615275813297,0.094,0.7001414427157001,0.0,0.1669024045261669,0.0,29.299999999999997,0.0,70.7,0.0,366,366.0,100.0,0.3,False
dapper,lossy,102,100.0,1000,24.993003502753638,33.78557770295638,34.81151542684563,34.990087052311324,30.926238985640797,0.0,0.7247993890094673,0.7385327568542848,17225.0,17.225,17225.0,0.0,0.0,0.0,0.689,0.8113207547169812,0.12336719883889695,0.085,0.6879535558780842,0.0,0.18867924528301888,0.0,31.1,0.0,68.89999999999999,0.0,390,390.0,100.0,0.3,False
dapper,lossy,103,100.0,1000,25.072925546868568,34.23372242321619,34.794279965090745,34.9768308072483,32.53725996440561,0.0,0.7255664298957895,0.7431153918263849,18675.0,18.675,18675.0,0.0,0.0,0.0,0.747,0.7991967871485943,0.14457831325301204,0.108,0.6546184738955824,0.0,0.20080321285140562,0.0,25.3,0.0,74.7,0.0,340,340.0,100.0,0.3,False
dapper,lossy,104,100.0,1000,24.952721574773207,33.7641107522445,34.821547122134376,34.99174516374082,32.954498342235674,0.0,0.725270205207262,0.7428455742749839,18200.0,18.2,18200.0,0.0,0.0,0.0,0.728,0.8063186813186813,0.15796703296703296,0.115,0.6483516483516484,0.0,0.1936813186813187,0.0,27.200000000000003,0.0,72.8,0.0,362,362.0,100.0,0.3,False
dapper,lossy,105,100.0,1000,25.095152971928933,33.826524025580916,34.67873591147265,34.99594666457182,31.650482579457197,0.0,0.7248747477212536,0.7392192203397958,18825.0,18.825,18825.0,0.0,0.0,0.0,0.753,0.8273572377158035,0.12350597609561753,0.093,0.703851261620186,0.0,0.17264276228419656,0.0,24.7,0.0,75.3,0.0,344,344.0,100.0,0.3,False
dapper,lossy,106,100.0,1000,24.856568122610433,33.832964597231225,34.72189143706977,34.99784375073101,31.50890321788417,0.0,0.7235813767870335,0.7392206310961336,17800.0,17.8,17800.0,0.0,0.0,0.0,0.712,0.8539325842696629,0.13342696629213482,0.095,0.7205056179775281,0.0,0.14606741573033707,0.0,28.799999999999997,0.0,71.2,0.0,389,389.0,100.0,0.3,False
dapper,lossy,107,100.0,1000,24.68158080592215,34.00414573371424,34.83973190471446,34.99325658145116,31.19660512918917,0.0,0.7241940517114336,0.7388308468489646,18025.0,18.025,18025.0,0.0,0.0,0.0,0.721,0.8099861303744799,0.1276005547850208,0.092,0.6823855755894591,0.0,0.1900138696255201,0.0,27.900000000000002,0.0,72.1,0.0,354,354.0,100.0,0.3,False
dapper,lossy,108,100.0,1000,25.047265262517854,34.05795037600457,34.73288919337191,34.96757252768798,31.073612955374518,0.0,0.7235643813542582,0.7373909269007133,18325.0,18.325,18325.0,0.0,0.0,0.0,0.733,0.810368349249659,0.11732605729877217,0.086,0.6930422919508867,0.0,0.18963165075034105,0.0,26.700000000000003,0.0,73.3,0.0,364,364.0,100.0,0.3,False
dapper,lossy,109,100.0,1000,24.775139056545807,34.049418286887835,34.7919194149339,34.94624843509132,31.96287960801317,0.0,0.7212325912059436,0.7383365724449257,18500.0,18.5,18500.0,0.0,0.0,0.0,0.74,0.827027027027027,0.13783783783783785,0.102,0.6891891891891891,0.0,0.17297297297297298,0.0,26.0,0.0,74.0,0.0,324,324.0,100.0,0.3,False
dapper,lossy,110,100.0,1000,25.004520730247734,33.8683404853258,34.86997539103268,34.98456857838196,32.44878696120915,0.0,0.7268739784421301,0.7433964854715304,17950.0,17.95,17950.0,0.0,0.0,0.0,0.718,0.7813370473537604,0.14623955431754876,0.105,0.6350974930362117,0.0,0.21866295264623956,0.0,28.199999999999996,0.0,71.8,0.0,380,380.0,100.0,0.3,False
dapper,lossy,111,100.0,1000,24.90307640535743,34.14835345167596,34.756755348825656,34.981698697795565,31.661618369672937,0.0,0.7248703254305311,0.7398456220643752,18200.0,18.2,18200.0,0.0,0.0,0.0,0.728,0.8008241758241759,0.1346153846153846,0.098,0.6662087912087912,0.0,0.19917582417582416,0.0,27.200000000000003,0.0,72.8,0.0,341,341.0,100.0,0.3,False
dapper,lossy,112,100.0,1000,24.956367632930085,34.151123089835,34.870234716853815,34.962158450180866,32.0743115042331,0.0,0.7253954496233768,0.7418527868840668,18175.0,18.175,18175.0,0.0,0.0,0.0,0.727,0.797799174690509,0.14167812929848694,0.103,0.656121045392022,0.0,0.20220082530949107,0.0,27.3,0.0,72.7,0.0,342,342.0,100.0,0.3,False
dapper,lossy,113,100.0,1000,25.11573781751927,34.14436127878192,34.867885766711,34.99782157537433,31.685721930267743,0.0,0.7254462125679975,0.7402162266401762,18625.0,18.625,18625.0,0.0,0.0,0.0,0.745,0.8053691275167785,0.1261744966442953,0.094,0.6791946308724832,0.0,0.19463087248322147,0.0,25.5,0.0,74.5,0.0,367,367.0,100.0,0.3,False
dapper,lossy,114,100.0,1000,25.05695156474369,34.026649628584615,34.857774174382406,34.983091762156874,31.76472240386522,0.0,0.72440817275247,0.7393453718347903,17675.0,17.675,17675.0,0.0,0.0,0.0,0.707,0.8076379066478077,0.1371994342291372,0.097,0.6704384724186704,0.0,0.19236209335219237,0.0,29.299999999999997,0.0,70.7,0.0,359,359.0,100.0,0.3,False
dapper,lossy,115,100.0,1000,24.76252752899427,34.140208891814694,34.85306689119638,34.992962372181864,31.597060228847266,0.0,0.7251726691219196,0.7398453016431278,17850.0,17.85,17850.0,0.0,0.0,0.0,0.714,0.7969187675070029,0.13725490196078433,0.098,0.6596638655462185,0.0,0.2030812324929972,0.0,28.599999999999998,0.0,71.39999999999999,0.0,380,380.0,100.0,0.3,False
dapper,lossy,116,100.0,1000,24.951356764470432,33.914227978461774,34.857265543400885,34.99525986411179,32.60167100412868,0.0,0.7243445892890008,0.7428840823811076,17975.0,17.975,17975.0,0.0,0.0,0.0,0.719,0.8344923504867872,0.15577190542420027,0.112,0.6787204450625869,0.0,0.16550764951321278,0.0,28.1,0.0,71.89999999999999,0.0,382,382.0,100.0,0.3,False
dapper,lossy,117,100.0,1000,25.037129912861214,33.9567672696681,34.764351269100246,34.996388970755305,30.05768402831528,0.0,0.726073452957747,0.7373350959476548,17900.0,17.9,17900.0,0.0,0.0,0.0,0.716,0.7988826815642458,0.1005586592178771,0.072,0.6983240223463687,0.0,0.2011173184357542,0.0,28.4,0.0,71.6,0.0,378,378.0,100.0,0.3,False
dapper,lossy,118,100.0,1000,24.83203368389728,33.86314293776527,34.704566823658226,34.94197590424748,31.59642683182519,0.0,0.7277094589160901,0.742481456687588,17425.0,17.425,17425.0,0.0,0.0,0.0,0.697,0.8335724533715926,0.13916786226685796,0.097,0.6944045911047346,0.0,0.16642754662840745,0.0,30.3,0.0,69.69999999999999,0.0,402,402.0,100.0,0.3,False
dapper,lossy,119,100.0,1000,25.22380561542694,34.16353447898527,34.88856396573517,34.993426719837316,32.113435816803424,0.0,0.72570145608929,0.7415107092676313,18600.0,18.6,18600.0,0.0,0.0,0.0,0.744,0.8198924731182796,0.13440860215053763,0.1,0.6854838709677419,0.0,0.18010752688172044,0.0,25.6,0.0,74.4,0.0,342,342.0,100.0,0.3,False
dapper,lossy,120,100.0,1000,24.94356883456326,33.94762430607923,34.82126839451995,34.99480299428936,31.257672307205212,0.0,0.7242446744200584,0.7384825033900047,18075.0,18.075,18075.0,0.0,0.0,0.0,0.723,0.7980636237897649,0.12448132780082988,0.09,0.673582295988935,0.0,0.20193637621023514,0.0,27.700000000000003,0.0,72.3,0.0,366,366.0,100.0,0.3,False
dapper,lossy,121,100.0,1000,24.890186762682326,33.9509837447526,34.75636721943252,34.9865485323475,32.77353024549474,0.0,0.7226738180182367,0.7410438719949963,18675.0,18.675,18675.0,0.0,0.0,0.0,0.747,0.821954484605087,0.1499330655957162,0.112,0.6720214190093708,0.0,0.17804551539491298,0.0,25.3,0.0,74.7,0.0,339,339.0,100.0,0.3,False
dapper,lossy,122,100.0,1000,25.08579289471596,34.07524967583675,34.72465675884838,34.92311681265087,31.763246506243785,0.0,0.7253656451784852,0.7408740543618451,18550.0,18.55,18550.0,0.0,0.0,0.0,0.742,0.7951482479784366,0.1280323450134771,0.095,0.6671159029649596,0.0,0.20485175202156333,0.0,25.8,0.0,74.2,0.0,330,330.0,100.0,0.3,False
dapper,lossy,123,100.0,1000,24.817178107343594,33.97858252982191,34.71884738710505,34.9640180768012,32.29314773222189,0.0,0.725177200048534,0.7433974475207357,17875.0,17.875,17875.0,0.0,0.0,0.0,0.715,0.8055944055944056,0.15244755244755245,0.109,0.6531468531468532,0.0,0.1944055944055944,0.0,28.499999999999996,0.0,71.5,0.0,380,380.0,100.0,0.3,False
dapper,lossy,124,100.0,1000,25.144076835710404,34.0084817041087,34.82162623829404,34.999930978152555,33.825274803426076,0.0,0.7252006399861742,0.7459351026481479,18725.0,18.725,18725.0,0.0,0.0,0.0,0.749,0.835781041388518,0.16688918558077437,0.125,0.6688918558077437,0.0,0.16421895861148197,0.0,25.1,0.0,74.9,0.0,362,362.0,100.0,0.3,False
dapper,lossy,125,100.0,1000,25.290207315525716,34.07810779324134,34.85987931432081,34.99675173862079,31.822242841358705,0.0,0.725008358044021,0.7393774547547449,17300.0,17.3,17300.0,0.0,0.0,0.0,0.692,0.8078034682080925,0.13872832369942195,0.096,0.6690751445086706,0.0,0.19219653179190752,0.0,30.8,0.0,69.19999999999999,0.0,374,374.0,100.0,0.3,False
dapper,lossy,126,100.0,1000,25.012306557377276,34.01851118868758,34.87231873366858,34.99707928007821,32.11656113797526,0.0,0.7223553858756083,0.7383183297008713,18375.0,18.375,18375.0,0.0,0.0,0.0,0.735,0.8204081632653061,0.13877551020408163,0.102,0.6816326530612244,0.0,0.17959183673469387,0.0,26.5,0.0,73.5,0.0,354,354.0,100.0,0.3,False
dapper,lossy,127,100.0,1000,24.933813775828348,34.03862120823819,34.851014551058256,34.985303846764054,32.69662669143229,0.0,0.7254720911704587,0.7435683780371112,18100.0,18.1,18100.0,0.0,0.0,0.0,0.724,0.7720994475138122,0.15469613259668508,0.112,0.6174033149171271,0.0,0.22790055248618785,0.0,27.6,0.0,72.39999999999999,0.0,373,373.0,100.0,0.3,False
dapper,lossy,128,100.0,1000,25.361525346794913,34.112832194106765,34.722796126768856,34.99638466136344,32.25036818382081,0.0,0.7258146565752936,0.7414867988063029,17775.0,17.775,17775.0,0.0,0.0,0.0,0.711,0.8270042194092827,0.1420534458509142,0.101,0.6849507735583685,0.0,0.1729957805907173,0.0,28.9,0.0,71.1,0.0,399,399.0,100.0,0.3,False
dapper,lossy,129,100.0,1000,24.956002553810663,34.060395492680186,34.85750602439408,34.980831653703675,31.49496513929532,0.0,0.7240405957959037,0.7388445901022926,18725.0,18.725,18725.0,0.0,0.0,0.0,0.749,0.8130841121495327,0.12550066755674233,0.094,0.6875834445927904,0.0,0.18691588785046728,0.0,25.1,0.0,74.9,0.0,351,351.0,100.0,0.3,False
dapper,variable,100,100.0,1000,19.847097399190012,33.61420558459003,34.76027410675784,34.95054826151675,21.97468170885308,0.0,0.7259116438296801,0.7309100495998946,5375.0,5.375,5375.0,0.284,0.216,0.0,0.215,0.9116279069767442,0.15348837209302327,0.033,0.7581395348837209,0.0,0.08837209302325581,0.0,56.89999999999999,0.0,21.5,21.6,342,342.0,100.0,0.3,False
