policy,profile,seed,deadline_ms,frames,mean_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms,mean_final_latency_ms,deadline_miss_rate,mean_output_confidence,usable_confidence_proxy,total_bandwidth_kb,bandwidth_per_frame_kb,bandwidth_per_1000_frames_kb,fallback_rate,reuse_rate,stale_acceptance_rate,remote_attempt_rate,remote_success_rate,remote_accept_rate,remote_accepted_per_frame,remote_rejected_deadline_rate,remote_rejected_freshness_rate,remote_failed_loss_rate,remote_unreachable_rate,pct_local_fast,pct_edge_accurate,pct_hybrid,pct_degraded_safe,mode_switches,mode_switches_per_1000,swept_parameter,swept_value,is_selected_value
dapper,stable,114,100.0,1000,25.128438548268,33.86993382489312,34.786318253661975,34.99771913787838,53.866453690073165,0.0,0.7237524930795687,0.7977940224588013,21900.0,21.9,21900.0,0.0,0.0,0.0,0.876,0.9908675799086758,0.5308219178082192,0.465,0.4600456621004566,0.0,0.0091324200913242,0.0,12.4,0.0,87.6,0.0,214,214.0,risk_local_threshold,0.5,False
dapper,stable,115,100.0,1000,25.094705607799348,34.162413089123824,34.74465384721523,34.970565607066455,51.94937303752475,0.0,0.7245886848920773,0.7944537871206474,21750.0,21.75,21750.0,0.0,0.0,0.0,0.87,0.9873563218390805,0.5011494252873563,0.436,0.4862068965517241,0.0,0.01264367816091954,0.0,13.0,0.0,87.0,0.0,219,219.0,risk_local_threshold,0.5,False
dapper,stable,116,100.0,1000,25.028301912688907,34.05041769477859,34.88445460350265,34.99403448766891,54.211607535281885,0.0,0.7244573126145593,0.798391101095973,21750.0,21.75,21750.0,0.0,0.0,0.0,0.87,0.9942528735632183,0.5448275862068965,0.474,0.4494252873563218,0.0,0.005747126436781609,0.0,13.0,0.0,87.0,0.0,221,221.0,risk_local_threshold,0.5,False
dapper,stable,117,100.0,1000,24.997182216762514,33.94211020128963,34.806950360419165,34.98156739475102,51.94396103000347,0.0,0.7238166310991714,0.7935256482510197,21850.0,21.85,21850.0,0.0,0.0,0.0,0.874,0.9862700228832952,0.4897025171624714,0.428,0.4965675057208238,0.0,0.013729977116704805,0.0,12.6,0.0,87.4,0.0,226,226.0,risk_local_threshold,0.5,False
dapper,stable,118,100.0,1000,25.026589048763064,34.146334679362305,34.835239525322194,34.964244111574146,52.20873167600773,0.0,0.7280528994609765,0.7960765304196257,21475.0,21.475,21475.0,0.0,0.0,0.0,0.859,0.9906868451688009,0.5075669383003493,0.436,0.4831199068684517,0.0,0.009313154831199068,0.0,14.099999999999998,0.0,85.9,0.0,244,244.0,risk_local_threshold,0.5,False
dapper,stable,119,100.0,1000,24.80107188012856,34.00280379558126,34.81754573602827,34.936826663719394,53.78667209236602,0.0,0.7243707963012889,0.799875204249307,21925.0,21.925,21925.0,0.0,0.0,0.0,0.877,0.9874572405929305,0.5324971493728621,0.467,0.4549600912200684,0.0,0.012542759407069556,0.0,12.3,0.0,87.7,0.0,228,228.0,risk_local_threshold,0.5,False
dapper,stable,120,100.0,1000,25.000139802139184,33.83887438020657,34.75482963071029,34.96519781982063,52.586658253654925,0.0,0.7247996031934949,0.7950348677637523,21800.0,21.8,21800.0,0.0,0.0,0.0,0.872,0.9839449541284404,0.5103211009174312,0.445,0.4736238532110092,0.0,0.016055045871559634,0.0,12.8,0.0,87.2,0.0,212,212.0,risk_local_threshold,0.5,False
dapper,stable,121,100.0,1000,24.870142370806825,34.08802278656587,34.79782372711737,34.96061084968983,51.218892289603616,0.0,0.7235062491591376,0.7917923991779289,21800.0,21.8,21800.0,0.0,0.0,0.0,0.872,0.9862385321100917,0.48394495412844035,0.422,0.5022935779816514,0.0,0.013761467889908258,0.0,12.8,0.0,87.2,0.0,219,219.0,risk_local_threshold,0.5,False
dapper,stable,122,100.0,1000,24.829111935230273,33.958468133447,34.74506049633189,34.924143640943036,53.271418624119164,0.0,0.7259117747422895,0.7982645293058339,21950.0,21.95,21950.0,0.0,0.0,0.0,0.878,0.9886104783599089,0.5148063781321185,0.452,0.47380410022779046,0.0,0.011389521640091117,0.0,12.2,0.0,87.8,0.0,200,200.0,risk_local_threshold,0.5,False
dapper,stable,123,100.0,1000,25.35470141463279,34.01400394209814,34.728637206489786,34.90743937957425,51.64158095400979,0.0,0.7231039957478556,0.7928850748486099,22225.0,22.225,22225.0,0.0,0.0,0.0,0.889,0.9820022497187851,0.4769403824521935,0.424,0.5050618672665916,0.0,0.01799775028121485,0.0,11.1,0.0,88.9,0.0,196,196.0,risk_local_threshold,0.5,False
dapper,stable,124,100.0,1000,25.00583269004324,34.03261405514325,34.80612955591713,34.95256595801938,50.8126236179597,0.0,0.7270004160651047,0.7942088997255117,21000.0,21.0,21000.0,0.0,0.0,0.0,0.84,0.9928571428571429,0.49642857142857144,0.417,0.49642857142857144,0.0,0.007142857142857143,0.0,16.0,0.0,84.0,0.0,280,280.0,risk_local_threshold,0.5,False
dapper,stable,125,100.0,1000,24.9867591189863,33.982185709447386,34.8021659840167,34.99165214842439,53.959249959158115,0.0,0.7268533605073024,0.7989657788847586,21650.0,21.65,21650.0,0.0,0.0,0.0,0.866,0.9919168591224018,0.5323325635103926,0.461,0.45958429561200925,0.0,0.008083140877598153,0.0,13.4,0.0,86.6,0.0,238,238.0,risk_local_threshold,0.5,False
dapper,stable,126,100.0,1000,24.628886386363657,33.70638744138536,34.672811784104226,34.983867296625746,53.134621864449656,0.0,0.726794351381784,0.8009463128693688,21175.0,21.175,21175.0,0.0,0.0,0.0,0.847,0.9881936245572609,0.5419126328217237,0.459,0.4462809917355372,0.0,0.011806375442739079,0.0,15.299999999999999,0.0,84.7,0.0,252,252.0,risk_local_threshold,0.5,False
dapper,stable,127,100.0,1000,25.164646066804526,34.17312143282042,34.80106095916998,34.970740898815485,54.30743225703345,0.0,0.7237258806201099,0.7969399991420358,22125.0,22.125,22125.0,0.0,0.0,0.0,0.885,0.9909604519774011,0.5276836158192091,0.467,0.4632768361581921,0.0,0.00903954802259887,0.0,11.5,0.0,88.5,0.0,207,207.0,risk_local_threshold,0.5,False
dapper,stable,128,100.0,1000,25.178185128090664,33.92859815320874,34.67968897440042,34.972660274630584,53.589153958153254,0.0,0.7271450910033325,0.7988558762020542,21425.0,21.425,21425.0,0.0,0.0,0.0,0.857,0.9836639439906651,0.5309218203033839,0.455,0.45274212368728123,0.0,0.01633605600933489,0.0,14.299999999999999,0.0,85.7,0.0,237,237.0,risk_local_threshold,0.5,False
dapper,stable,129,100.0,1000,25.217209562918274,34.07064808785484,34.83459462785327,34.9933571344785,53.065152250426124,0.0,0.722736266433297,0.7957788932941594,21825.0,21.825,21825.0,0.0,0.0,0.0,0.873,0.9896907216494846,0.5131729667812142,0.448,0.4765177548682703,0.0,0.010309278350515464,0.0,12.7,0.0,87.3,0.0,214,214.0,risk_local_threshold,0.5,False
dapper,congested,100,100.0,1000,24.824557271985057,33.928407620489025,34.77556075006328,34.97404020175507,24.824557271985057,0.0,0.7231225654703062,0.7231225654703062,0.0,0.0,0.0,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.6,0.0,0.0,0.4,8,8.0,risk_local_threshold,0.5,False
dapper,congested,101,100.0,1000,25.026673523971784,34.03466107987438,34.84243479054015,34.99327875607795,25.026673523971784,0.0,0.7239603822715144,0.7239603822715144,0.0,0.0,0.0,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.3,0.0,0.0,0.7000000000000001,12,12.0,risk_local_threshold,0.5,False
dapper,congested,102,100.0,1000,24.829712790777762,33.96479457393766,34.69588731781126,34.989536221406055,24.829712790777762,0.0,0.7270052366898776,0.7270052366898776,0.0,0.0,0.0,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2,0.0,0.0,0.8,14,14.0,risk_local_threshold,0.5,False
dapper,congested,103,100.0,1000,24.892785643695664,34.09454856492267,34.78542999553827,34.985893217625524,24.892785643695664,0.0,0.7249187188165734,0.7249187188165734,0.0,0.0,0.0,0.006,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.4,0.0,0.0,0.6,12,12.0,risk_local_threshold,0.5,False
dapper,congested,104,100.0,1000,24.77796847513708,33.81394766067372,34.81048977789511,34.94578824107255,24.77796847513708,0.0,0.7272547943451833,0.7272547943451833,0.0,0.0,0.0,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2,0.0,0.0,0.8,14,14.0,risk_local_threshold,0.5,False
dapper,congested,105,100.0,1000,24.677162661323955,34.007432758127685,34.86009343610894,34.98145078352877,24.677162661323955,0.0,0.7241646482306923,0.7241646482306923,25.0,0.025,25.0,0.008,0.008,0.0,0.001,1.0,0.0,0.0,1.0,0.0,0.0,0.0,99.1,0.0,0.1,0.8,14,14.0,risk_local_threshold,0.5,False
dapper,congested,106,100.0,1000,24.772684967250918,33.98450796903268,34.753821099438774,34.98979405154197,24.772684967250918,0.0,0.7262080408789683,0.7262080408789683,0.0,0.0,0.0,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.3,0.0,0.0,0.7000000000000001,8,8.0,risk_local_threshold,0.5,False
dapper,congested,107,100.0,1000,24.763848167260303,33.88426057014752,34.77470672268729,34.998762184541775,24.763848167260303,0.0,0.7257346306649486,0.7257346306649486,0.0,0.0,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5,0.0,0.0,0.5,8,8.0,risk_local_threshold,0.5,False
dapper,congested,108,100.0,1000,24.953177155047733,33.943119032195405,34.814499351033405,34.99655745974279,24.953177155047733,0.0,0.7244295155267036,0.7244295155267036,0.0,0.0,0.0,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2,0.0,0.0,0.8,14,14.0,risk_local_threshold,0.5,False
dapper,congested,109,100.0,1000,24.847059358357548,33.93181537323021,34.785030538309286,34.98925809716232,24.847059358357548,0.0,0.7234323551786083,0.7234323551786083,0.0,0.0,0.0,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.3,0.0,0.0,0.7000000000000001,10,10.0,risk_local_threshold,0.5,False
dapper,congested,110,100.0,1000,24.70223165713215,33.71973175922034,34.60151524624712,34.90888622322395,24.70223165713215,0.0,0.7246938266396346,0.7246938266396346,0.0,0.0,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5,0.0,0.0,0.5,8,8.0,risk_local_threshold,0.5,False
dapper,congested,111,100.0,1000,24.94253826558974,33.995133250212476,34.74455155405684,34.96241421096305,24.94253826558974,0.0,0.7254545302713125,0.7254545302713125,0.0,0.0,0.0,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2,0.0,0.0,0.8,14,14.0,risk_local_threshold,0.5,False
dapper,congested,112,100.0,1000,24.86963877249279,33.90095224371657,34.76580213455383,34.985906989642146,24.86963877249279,0.0,0.7266076329631779,0.7266076329631779,0.0,0.0,0.0,0.013,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.7,0.0,0.0,1.3,18,18.0,risk_local_threshold,0.5,False
dapper,congested,113,100.0,1000,24.72292431672843,33.938019364553725,34.77247181035648,34.98424994294581,24.72292431672843,0.0,0.7265134749764945,0.7265134749764945,0.0,0.0,0.0,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.3,0.0,0.0,0.7000000000000001,12,12.0,risk_local_threshold,0.5,False
dapper,congested,114,100.0,1000,24.915906991902833,33.99518413696301,34.87476614646897,34.96282987218834,24.915906991902833,0.0,0.7286233928366593,0.7286233928366593,0.0,0.0,0.0,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2,0.0,0.0,0.8,10,10.0,risk_local_threshold,0.5,False
dapper,congested,115,100.0,1000,25.085740611498316,34.01033183391731,34.751795785617006,34.96593743598228,25.085740611498316,0.0,0.722824442674691,0.722824442674691,0.0,0.0,0.0,0.006,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.4,0.0,0.0,0.6,10,10.0,risk_local_threshold,0.5,False
dapper,congested,116,100.0,1000,25.324934204252145,33.95730249293956,34.77240430108412,34.9771698353159,25.324934204252145,0.0,0.7260315559209485,0.7260315559209485,0.0,0.0,0.0,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2,0.0,0.0,0.8,16,16.0,risk_local_threshold,0.5,False
dapper,congested,117,100.0,1000,24.38620885543388,33.706919736517364,34.66361864084976,34.994340946660934,24.38620885543388,0.0,0.7253330615138619,0.7253330615138619,25.0,0.025,25.0,0.008,0.008,0.0,0.001,1.0,0.0,0.0,1.0,0.0,0.0,0.0,99.1,0.0,0.1,0.8,18,18.0,risk_local_threshold,0.5,False
dapper,congested,118,100.0,1000,25.01023416650803,34.01490807545646,34.75940662114508,34.968506891824205,25.01023416650803,0.0,0.7268033495517163,0.7268033495517163,0.0,0.0,0.0,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.3,0.0,0.0,0.7000000000000001,12,12.0,risk_local_threshold,0.5,False
dapper,congested,119,100.0,1000,25.237974362405513,33.930297923071485,34.79939395844596,34.97944595589328,25.237974362405513,0.0,0.7235998627315303,0.7235998627315303,0.0,0.0,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5,0.0,0.0,0.5,8,8.0,risk_local_threshold,0.5,False
dapper,congested,120,100.0,1000,24.770729236686982,33.99634834863332,34.78821886321599,34.985958566309606,24.770729236686982,0.0,0.724149083598059,0.724149083598059,0.0,0.0,0.0,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2,0.0,0.0,0.8,16,16.0,risk_local_threshold,0.5,False
dapper,congested,121,100.0,1000,24.670024513531853,33.750343569648706,34.75280697328194,34.996277370025744,24.670024513531853,0.0,0.7242193034879331,0.7242193034879331,0.0,0.0,0.0,0.006,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.4,0.0,0.0,0.6,10,10.0,risk_local_threshold,0.5,False
dapper,congested,122,100.0,1000,24.53787182490916,33.83751458842038,34.770700984913006,34.91653465760954,24.53787182490916,0.0,0.726925307989091,0.726925307989091,0.0,0.0,0.0,0.013,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.7,0.0,0.0,1.3,14,14.0,risk_local_threshold,0.5,False
dapper,congested,123,100.0,1000,24.972968667791022,34.0068905091913,34.771507219222585,34.98883073588995,24.972968667791022,0.0,0.7231981737549722,0.7231981737549722,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.8,0.0,0.0,0.2,4,4.0,risk_local_threshold,0.5,False
dapper,congested,124,100.0,1000,24.68398444976012,33.74309287533703,34.66363593071505,34.94326242767353,24.68398444976012,0.0,0.7246698111318651,0.7246698111318651,0.0,0.0,0.0,0.006,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.4,0.0,0.0,0.6,10,10.0,risk_local_threshold,0.5,False
dapper,congested,125,100.0,1000,24.725669553063664,34.05786747219948,34.83418763630404,34.99974319601896,24.725669553063664,0.0,0.7228975062228786,0.7228975062228786,25.0,0.025,25.0,0.012,0.012,0.0,0.001,1.0,0.0,0.0,1.0,0.0,0.0,0.0,98.7,0.0,0.1,1.2,16,16.0,risk_local_threshold,0.5,False
dapper,congested,126,100.0,1000,24.961010734873252,33.97988585528562,34.774114294105054,34.99086328598782,24.961010734873252,0.0,0.7258907807888281,0.7258907807888281,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.8,0.0,0.0,0.2,4,4.0,risk_local_threshold,0.5,False
dapper,congested,127,100.0,1000,24.79915459305446,33.97839515917549,34.71031183612322,34.99801668883106,24.79915459305446,0.0,0.7241769809830646,0.7241769809830646,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,1.0,18,18.0,risk_local_threshold,0.5,False
dapper,congested,128,100.0,1000,24.671514882986425,34.08647701991846,34.783499539553866,34.99302751306131,24.671514882986425,0.0,0.72324842617587,0.72324842617587,0.0,0.0,0.0,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2,0.0,0.0,0.8,12,12.0,risk_local_threshold,0.5,False
dapper,congested,129,100.0,1000,24.599702966215787,33.90591045177916,34.77957296022762,34.981958638619645,24.599702966215787,0.0,0.7227863941222297,0.7227863941222297,0.0,0.0,0.0,0.013,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.7,0.0,0.0,1.3,20,20.0,risk_local_threshold,0.5,False
dapper,lossy,100,100.0,1000,25.284238375351617,34.04718924628941,34.84826155800029,34.98907189172226,32.533239877713704,0.0,0.7261089761349956,0.7432626480497828,20850.0,20.85,20850.0,0.0,0.0,0.0,0.834,0.7997601918465228,0.12350119904076738,0.103,0.6762589928057554,0.0,0.20023980815347722,0.0,16.6,0.0,83.39999999999999,0.0,256,256.0,risk_local_threshold,0.5,False
dapper,lossy,101,100.0,1000,25.059527190349893,34.120642165867906,34.8265496982896,34.99538718567808,32.157443627289005,0.0,0.7233638220296621,0.7396015117368129,21225.0,21.225,21225.0,0.0,0.0,0.0,0.849,0.8150765606595995,0.11896348645465253,0.101,0.696113074204947,0.0,0.18492343934040048,0.0,15.1,0.0,84.89999999999999,0.0,236,236.0,risk_local_threshold,0.5,False
dapper,lossy,102,100.0,1000,24.993003502753638,33.78557770295638,34.81151542684563,34.990087052311324,31.57628603555895,0.0,0.7247993890094673,0.7401157638092546,20650.0,20.65,20650.0,0.0,0.0,0.0,0.826,0.7990314769975787,0.11380145278450363,0.094,0.6852300242130751,0.0,0.2009685230024213,0.0,17.4,0.0,82.6,0.0,278,278.0,risk_local_threshold,0.5,False
dapper,lossy,103,100.0,1000,25.072925546868568,34.23372242321619,34.794279965090745,34.9768308072483,33.26052606054678,0.0,0.7255664298957895,0.7445188836128867,21375.0,21.375,21375.0,0.0,0.0,0.0,0.855,0.7976608187134503,0.13801169590643275,0.118,0.6596491228070176,0.0,0.2023391812865497,0.0,14.499999999999998,0.0,85.5,0.0,242,242.0,risk_local_threshold,0.5,False
dapper,lossy,104,100.0,1000,24.952721574773207,33.7641107522445,34.821547122134376,34.99174516374082,33.3837296699427,0.0,0.725270205207262,0.7437567903784865,20925.0,20.925,20925.0,0.0,0.0,0.0,0.837,0.7968936678614098,0.14456391875746716,0.121,0.6523297491039427,0.0,0.2031063321385902,0.0,16.3,0.0,83.7,0.0,250,250.0,risk_local_threshold,0.5,False
dapper,lossy,105,100.0,1000,25.095152971928933,33.826524025580916,34.67873591147265,34.99594666457182,32.19779315290127,0.0,0.7248747477212536,0.7403933667886535,22000.0,22.0,22000.0,0.0,0.0,0.0,0.88,0.8159090909090909,0.11477272727272728,0.101,0.7011363636363637,0.0,0.18409090909090908,0.0,12.0,0.0,88.0,0.0,202,202.0,risk_local_threshold,0.5,False
dapper,lossy,106,100.0,1000,24.856568122610433,33.832964597231225,34.72189143706977,34.99784375073101,32.2216950064618,0.0,0.7235813767870335,0.7405289674763191,21025.0,21.025,21025.0,0.0,0.0,0.0,0.841,0.8275862068965517,0.1248513674197384,0.105,0.7027348394768134,0.0,0.1724137931034483,0.0,15.9,0.0,84.1,0.0,256,256.0,risk_local_threshold,0.5,False
dapper,lossy,107,100.0,1000,24.68158080592215,34.00414573371424,34.83973190471446,34.99325658145116,32.08790350537941,0.0,0.7241940517114336,0.740974429937884,21500.0,21.5,21500.0,0.0,0.0,0.0,0.86,0.7941860465116279,0.12209302325581395,0.105,0.672093023255814,0.0,0.2058139534883721,0.0,14.000000000000002,0.0,86.0,0.0,232,232.0,risk_local_threshold,0.5,False
dapper,lossy,108,100.0,1000,25.047265262517854,34.05795037600457,34.73288919337191,34.96757252768798,31.672017499633206,0.0,0.7235643813542582,0.738635199505916,21450.0,21.45,21450.0,0.0,0.0,0.0,0.858,0.803030303030303,0.10955710955710955,0.094,0.6934731934731935,0.0,0.19696969696969696,0.0,14.2,0.0,85.8,0.0,230,230.0,risk_local_threshold,0.5,False
dapper,lossy,109,100.0,1000,24.775139056545807,34.049418286887835,34.7919194149339,34.94624843509132,32.31298273738161,0.0,0.7212325912059436,0.7391151011029169,21725.0,21.725,21725.0,0.0,0.0,0.0,0.869,0.812428078250863,0.12313003452243959,0.107,0.6892980437284235,0.0,0.18757192174913695,0.0,13.100000000000001,0.0,86.9,0.0,214,214.0,risk_local_threshold,0.5,False
dapper,lossy,110,100.0,1000,25.004520730247734,33.8683404853258,34.86997539103268,34.98456857838196,32.99414682481739,0.0,0.7268739784421301,0.7445485708186724,20600.0,20.6,20600.0,0.0,0.0,0.0,0.824,0.7851941747572816,0.13713592233009708,0.113,0.6480582524271845,0.0,0.21480582524271843,0.0,17.599999999999998,0.0,82.39999999999999,0.0,294,294.0,risk_local_threshold,0.5,False
dapper,lossy,111,100.0,1000,24.90307640535743,34.14835345167596,34.756755348825656,34.981698697795565,32.65734346410263,0.0,0.7248703254305311,0.7420411019386389,21350.0,21.35,21350.0,0.0,0.0,0.0,0.854,0.7892271662763466,0.13114754098360656,0.112,0.65807962529274,0.0,0.2107728337236534,0.0,14.6,0.0,85.39999999999999,0.0,232,232.0,risk_local_threshold,0.5,False
dapper,lossy,112,100.0,1000,24.956367632930085,34.151123089835,34.870234716853815,34.962158450180866,32.85643117850785,0.0,0.7253954496233768,0.7438588274868533,20875.0,20.875,20875.0,0.0,0.0,0.0,0.835,0.7904191616766467,0.13652694610778443,0.114,0.6538922155688622,0.0,0.20958083832335328,0.0,16.5,0.0,83.5,0.0,248,248.0,risk_local_threshold,0.5,False
dapper,lossy,113,100.0,1000,25.11573781751927,34.14436127878192,34.867885766711,34.99782157537433,32.057183915103735,0.0,0.7254462125679975,0.7409449464861043,21150.0,21.15,21150.0,0.0,0.0,0.0,0.846,0.7860520094562647,0.11702127659574468,0.099,0.6690307328605201,0.0,0.21394799054373523,0.0,15.4,0.0,84.6,0.0,239,239.0,risk_local_threshold,0.5,False
dapper,lossy,114,100.0,1000,25.05695156474369,34.026649628584615,34.857774174382406,34.983091762156874,32.68847375577477,0.0,0.72440817275247,0.7416249690363795,21100.0,21.1,21100.0,0.0,0.0,0.0,0.844,0.8021327014218009,0.13033175355450238,0.11,0.6718009478672986,0.0,0.19786729857819904,0.0,15.6,0.0,84.39999999999999,0.0,239,239.0,risk_local_threshold,0.5,False
dapper,lossy,115,100.0,1000,24.76252752899427,34.140208891814694,34.85306689119638,34.992962372181864,32.18660125475701,0.0,0.7251726691219196,0.741306378925517,21225.0,21.225,21225.0,0.0,0.0,0.0,0.849,0.7915194346289752,0.1248527679623086,0.106,0.6666666666666666,0.0,0.20848056537102475,0.0,15.1,0.0,84.89999999999999,0.0,244,244.0,risk_local_threshold,0.5,False
dapper,lossy,116,100.0,1000,24.951356764470432,33.914227978461774,34.857265543400885,34.99525986411179,33.02062281782276,0.0,0.7243445892890008,0.7439956512063737,20950.0,20.95,20950.0,0.0,0.0,0.0,0.838,0.8210023866348448,0.14081145584725538,0.118,0.6801909307875895,0.0,0.17899761336515513,0.0,16.2,0.0,83.8,0.0,266,266.0,risk_local_threshold,0.5,False
dapper,lossy,117,100.0,1000,25.037129912861214,33.9567672696681,34.764351269100246,34.996388970755305,30.46614537272681,0.0,0.726073452957747,0.7384775017633733,21000.0,21.0,21000.0,0.0,0.0,0.0,0.84,0.7869047619047619,0.09285714285714286,0.078,0.694047619047619,0.0,0.2130952380952381,0.0,16.0,0.0,84.0,0.0,258,258.0,risk_local_threshold,0.5,False
dapper,lossy,118,100.0,1000,24.83203368389728,33.86314293776527,34.704566823658226,34.94197590424748,32.245255521052115,0.0,0.7277094589160901,0.7440919354382288,20525.0,20.525,20525.0,0.0,0.0,0.0,0.821,0.8099878197320342,0.12911084043848964,0.106,0.6808769792935444,0.0,0.1900121802679659,0.0,17.9,0.0,82.1,0.0,284,284.0,risk_local_threshold,0.5,False
